Tree	Tree_taxa	RefTree_taxa	Common_taxa	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
62931	64	64	64	571.0000	1.1479	0.7973
62932	64	64	64	488.0000	0.9810	0.6814
62933	64	64	64	530.0000	1.0655	0.7400
62934	64	64	64	499.0000	1.0032	0.6967
62935	64	64	64	562.0000	1.1298	0.7847
62936	64	64	64	542.0000	1.0896	0.7568
62937	64	64	64	515.0000	1.0353	0.7191
62938	64	64	64	536.0000	1.0775	0.7484
62939	64	64	64	563.0000	1.1318	0.7861
62940	64	64	64	557.0000	1.1197	0.7777
62941	64	64	64	542.0000	1.0896	0.7568
62942	64	64	64	535.0000	1.0755	0.7470
62943	64	64	64	501.0000	1.0072	0.6995
62944	64	64	64	566.0000	1.1378	0.7903
62945	64	64	64	568.0000	1.1419	0.7931
62946	64	64	64	563.0000	1.1318	0.7861
62947	64	64	64	576.0000	1.1579	0.8043
62948	64	64	64	545.0000	1.0956	0.7610
62949	64	64	64	495.0000	0.9951	0.6912
62950	64	64	64	535.0000	1.0755	0.7470
62951	64	64	64	549.0000	1.1037	0.7666
62952	64	64	64	562.0000	1.1298	0.7847
62953	64	64	64	572.0000	1.1499	0.7987
62954	64	64	64	574.0000	1.1539	0.8015
62955	64	64	64	571.0000	1.1479	0.7973
62956	64	64	64	546.0000	1.0976	0.7624
62957	64	64	64	551.0000	1.1077	0.7693
62958	64	64	64	535.0000	1.0755	0.7470
62959	64	64	64	530.0000	1.0655	0.7400
62960	64	64	64	549.0000	1.1037	0.7666
62961	64	64	64	552.0000	1.1097	0.7707
62962	64	64	64	565.0000	1.1358	0.7889
62963	64	64	64	546.0000	1.0976	0.7624
62964	64	64	64	480.0000	0.9650	0.6702
62965	64	64	64	556.0000	1.1177	0.7763
62966	64	64	64	570.0000	1.1459	0.7959
62967	64	64	64	576.0000	1.1579	0.8043
62968	64	64	64	528.0000	1.0614	0.7372
62969	64	64	64	489.0000	0.9830	0.6828
62970	64	64	64	541.0000	1.0876	0.7554
62971	64	64	64	568.0000	1.1419	0.7931
62972	64	64	64	532.0000	1.0695	0.7428
62973	64	64	64	548.0000	1.1017	0.7652
62974	64	64	64	545.0000	1.0956	0.7610
62975	64	64	64	535.0000	1.0755	0.7470
62976	64	64	64	574.0000	1.1539	0.8015
62977	64	64	64	547.0000	1.0996	0.7638
62978	64	64	64	560.0000	1.1258	0.7819
62979	64	64	64	523.0000	1.0514	0.7303
62980	64	64	64	492.0000	0.9891	0.6870
62981	64	64	64	555.0000	1.1157	0.7749
62982	64	64	64	524.0000	1.0534	0.7316
62983	64	64	64	521.0000	1.0474	0.7275
62984	64	64	64	539.0000	1.0836	0.7526
62985	64	64	64	537.0000	1.0795	0.7498
62986	64	64	64	563.0000	1.1318	0.7861
62987	64	64	64	561.0000	1.1278	0.7833
62988	64	64	64	566.0000	1.1378	0.7903
62989	64	64	64	563.0000	1.1318	0.7861
62990	64	64	64	568.0000	1.1419	0.7931
62991	64	64	64	529.0000	1.0635	0.7386
62992	64	64	64	549.0000	1.1037	0.7666
62993	64	64	64	501.0000	1.0072	0.6995
62994	64	64	64	556.0000	1.1177	0.7763
62995	64	64	64	530.0000	1.0655	0.7400
62996	64	64	64	552.0000	1.1097	0.7707
62997	64	64	64	485.0000	0.9750	0.6772
62998	64	64	64	561.0000	1.1278	0.7833
62999	64	64	64	538.0000	1.0816	0.7512
63000	64	64	64	541.0000	1.0876	0.7554
63001	64	64	64	531.0000	1.0675	0.7414
63002	64	64	64	566.0000	1.1378	0.7903
63003	64	64	64	541.0000	1.0876	0.7554
63004	64	64	64	540.0000	1.0856	0.7540
63005	64	64	64	509.0000	1.0233	0.7107
63006	64	64	64	572.0000	1.1499	0.7987
63007	64	64	64	555.0000	1.1157	0.7749
63008	64	64	64	506.0000	1.0172	0.7065
63009	64	64	64	532.0000	1.0695	0.7428
63010	64	64	64	526.0000	1.0574	0.7344
63011	64	64	64	551.0000	1.1077	0.7693
63012	64	64	64	567.0000	1.1399	0.7917
63013	64	64	64	538.0000	1.0816	0.7512
63014	64	64	64	569.0000	1.1439	0.7945
63015	64	64	64	516.0000	1.0373	0.7205
63016	64	64	64	590.0000	1.1861	0.8238
63017	64	64	64	511.0000	1.0273	0.7135
63018	64	64	64	540.0000	1.0856	0.7540
63019	64	64	64	505.0000	1.0152	0.7051
63020	64	64	64	566.0000	1.1378	0.7903
63021	64	64	64	525.0000	1.0554	0.7330
63022	64	64	64	503.0000	1.0112	0.7023
63023	64	64	64	533.0000	1.0715	0.7442
63024	64	64	64	547.0000	1.0996	0.7638
63025	64	64	64	567.0000	1.1399	0.7917
63026	64	64	64	538.0000	1.0816	0.7512
63027	64	64	64	522.0000	1.0494	0.7289
63028	64	64	64	572.0000	1.1499	0.7987
63029	64	64	64	541.0000	1.0876	0.7554
63030	64	64	64	513.0000	1.0313	0.7163
63031	64	64	64	542.0000	1.0896	0.7568
63032	64	64	64	554.0000	1.1137	0.7735
63033	64	64	64	550.0000	1.1057	0.7680
63034	64	64	64	524.0000	1.0534	0.7316
63035	64	64	64	548.0000	1.1017	0.7652
63036	64	64	64	529.0000	1.0635	0.7386
63037	64	64	64	542.0000	1.0896	0.7568
63038	64	64	64	533.0000	1.0715	0.7442
63039	64	64	64	516.0000	1.0373	0.7205
63040	64	64	64	531.0000	1.0675	0.7414
63041	64	64	64	531.0000	1.0675	0.7414
63042	64	64	64	538.0000	1.0816	0.7512
63043	64	64	64	570.0000	1.1459	0.7959
63044	64	64	64	511.0000	1.0273	0.7135
63045	64	64	64	578.0000	1.1620	0.8070
63046	64	64	64	560.0000	1.1258	0.7819
63047	64	64	64	571.0000	1.1479	0.7973
63048	64	64	64	540.0000	1.0856	0.7540
63049	64	64	64	514.0000	1.0333	0.7177
63050	64	64	64	534.0000	1.0735	0.7456
63051	64	64	64	562.0000	1.1298	0.7847
63052	64	64	64	554.0000	1.1137	0.7735
63053	64	64	64	550.0000	1.1057	0.7680
63054	64	64	64	524.0000	1.0534	0.7316
63055	64	64	64	566.0000	1.1378	0.7903
63056	64	64	64	562.0000	1.1298	0.7847
63057	64	64	64	542.0000	1.0896	0.7568
63058	64	64	64	563.0000	1.1318	0.7861
63059	64	64	64	509.0000	1.0233	0.7107
63060	64	64	64	546.0000	1.0976	0.7624
63061	64	64	64	557.0000	1.1197	0.7777
63062	64	64	64	540.0000	1.0856	0.7540
63063	64	64	64	571.0000	1.1479	0.7973
63064	64	64	64	530.0000	1.0655	0.7400
63065	64	64	64	531.0000	1.0675	0.7414
63066	64	64	64	507.0000	1.0192	0.7079
63067	64	64	64	546.0000	1.0976	0.7624
63068	64	64	64	555.0000	1.1157	0.7749
63069	64	64	64	545.0000	1.0956	0.7610
63070	64	64	64	519.0000	1.0434	0.7247
63071	64	64	64	527.0000	1.0594	0.7358
63072	64	64	64	539.0000	1.0836	0.7526
63073	64	64	64	535.0000	1.0755	0.7470
63074	64	64	64	494.0000	0.9931	0.6898
63075	64	64	64	579.0000	1.1640	0.8084
63076	64	64	64	536.0000	1.0775	0.7484
63077	64	64	64	568.0000	1.1419	0.7931
63078	64	64	64	571.0000	1.1479	0.7973
63079	64	64	64	559.0000	1.1238	0.7805
63080	64	64	64	503.0000	1.0112	0.7023
63081	64	64	64	573.0000	1.1519	0.8001
63082	64	64	64	529.0000	1.0635	0.7386
63083	64	64	64	516.0000	1.0373	0.7205
63084	64	64	64	559.0000	1.1238	0.7805
63085	64	64	64	564.0000	1.1338	0.7875
63086	64	64	64	517.0000	1.0393	0.7219
63087	64	64	64	564.0000	1.1338	0.7875
63088	64	64	64	570.0000	1.1459	0.7959
63089	64	64	64	539.0000	1.0836	0.7526
63090	64	64	64	535.0000	1.0755	0.7470
63091	64	64	64	527.0000	1.0594	0.7358
63092	64	64	64	558.0000	1.1218	0.7791
63093	64	64	64	571.0000	1.1479	0.7973
63094	64	64	64	546.0000	1.0976	0.7624
63095	64	64	64	513.0000	1.0313	0.7163
63096	64	64	64	525.0000	1.0554	0.7330
63097	64	64	64	573.0000	1.1519	0.8001
63098	64	64	64	493.0000	0.9911	0.6884
63099	64	64	64	558.0000	1.1218	0.7791
63100	64	64	64	578.0000	1.1620	0.8070
63101	64	64	64	531.0000	1.0675	0.7414
63102	64	64	64	549.0000	1.1037	0.7666
63103	64	64	64	553.0000	1.1117	0.7721
63104	64	64	64	517.0000	1.0393	0.7219
63105	64	64	64	514.0000	1.0333	0.7177
63106	64	64	64	566.0000	1.1378	0.7903
63107	64	64	64	513.0000	1.0313	0.7163
63108	64	64	64	544.0000	1.0936	0.7596
63109	64	64	64	557.0000	1.1197	0.7777
63110	64	64	64	580.0000	1.1660	0.8098
63111	64	64	64	538.0000	1.0816	0.7512
63112	64	64	64	560.0000	1.1258	0.7819
63113	64	64	64	532.0000	1.0695	0.7428
63114	64	64	64	543.0000	1.0916	0.7582
63115	64	64	64	546.0000	1.0976	0.7624
63116	64	64	64	536.0000	1.0775	0.7484
63117	64	64	64	550.0000	1.1057	0.7680
63118	64	64	64	536.0000	1.0775	0.7484
63119	64	64	64	559.0000	1.1238	0.7805
63120	64	64	64	552.0000	1.1097	0.7707
63121	64	64	64	528.0000	1.0614	0.7372
63122	64	64	64	519.0000	1.0434	0.7247
63123	64	64	64	571.0000	1.1479	0.7973
63124	64	64	64	517.0000	1.0393	0.7219
63125	64	64	64	545.0000	1.0956	0.7610
63126	64	64	64	512.0000	1.0293	0.7149
63127	64	64	64	471.0000	0.9469	0.6576
63128	64	64	64	542.0000	1.0896	0.7568
63129	64	64	64	565.0000	1.1358	0.7889
63130	64	64	64	567.0000	1.1399	0.7917
63131	64	64	64	564.0000	1.1338	0.7875
63132	64	64	64	500.0000	1.0052	0.6981
63133	64	64	64	535.0000	1.0755	0.7470
63134	64	64	64	589.0000	1.1841	0.8224
63135	64	64	64	556.0000	1.1177	0.7763
63136	64	64	64	566.0000	1.1378	0.7903
63137	64	64	64	550.0000	1.1057	0.7680
63138	64	64	64	577.0000	1.1600	0.8057
63139	64	64	64	519.0000	1.0434	0.7247
63140	64	64	64	512.0000	1.0293	0.7149
63141	64	64	64	533.0000	1.0715	0.7442
63142	64	64	64	535.0000	1.0755	0.7470
63143	64	64	64	535.0000	1.0755	0.7470
63144	64	64	64	510.0000	1.0253	0.7121
63145	64	64	64	482.0000	0.9690	0.6730
63146	64	64	64	534.0000	1.0735	0.7456
63147	64	64	64	533.0000	1.0715	0.7442
63148	64	64	64	565.0000	1.1358	0.7889
63149	64	64	64	489.0000	0.9830	0.6828
63150	64	64	64	533.0000	1.0715	0.7442
63151	64	64	64	565.0000	1.1358	0.7889
63152	64	64	64	542.0000	1.0896	0.7568
63153	64	64	64	510.0000	1.0253	0.7121
63154	64	64	64	563.0000	1.1318	0.7861
63155	64	64	64	511.0000	1.0273	0.7135
63156	64	64	64	562.0000	1.1298	0.7847
63157	64	64	64	553.0000	1.1117	0.7721
63158	64	64	64	514.0000	1.0333	0.7177
63159	64	64	64	555.0000	1.1157	0.7749
63160	64	64	64	532.0000	1.0695	0.7428
63161	64	64	64	566.0000	1.1378	0.7903
63162	64	64	64	527.0000	1.0594	0.7358
63163	64	64	64	556.0000	1.1177	0.7763
63164	64	64	64	519.0000	1.0434	0.7247
63165	64	64	64	526.0000	1.0574	0.7344
63166	64	64	64	548.0000	1.1017	0.7652
63167	64	64	64	551.0000	1.1077	0.7693
63168	64	64	64	504.0000	1.0132	0.7037
63169	64	64	64	522.0000	1.0494	0.7289
63170	64	64	64	537.0000	1.0795	0.7498
63171	64	64	64	518.0000	1.0413	0.7233
63172	64	64	64	560.0000	1.1258	0.7819
63173	64	64	64	560.0000	1.1258	0.7819
63174	64	64	64	496.0000	0.9971	0.6926
63175	64	64	64	547.0000	1.0996	0.7638
63176	64	64	64	569.0000	1.1439	0.7945
63177	64	64	64	571.0000	1.1479	0.7973
63178	64	64	64	529.0000	1.0635	0.7386
63179	64	64	64	559.0000	1.1238	0.7805
63180	64	64	64	501.0000	1.0072	0.6995
63181	64	64	64	541.0000	1.0876	0.7554
63182	64	64	64	542.0000	1.0896	0.7568
63183	64	64	64	536.0000	1.0775	0.7484
63184	64	64	64	554.0000	1.1137	0.7735
63185	64	64	64	548.0000	1.1017	0.7652
63186	64	64	64	509.0000	1.0233	0.7107
63187	64	64	64	539.0000	1.0836	0.7526
63188	64	64	64	565.0000	1.1358	0.7889
63189	64	64	64	527.0000	1.0594	0.7358
63190	64	64	64	562.0000	1.1298	0.7847
63191	64	64	64	550.0000	1.1057	0.7680
63192	64	64	64	542.0000	1.0896	0.7568
63193	64	64	64	557.0000	1.1197	0.7777
63194	64	64	64	589.0000	1.1841	0.8224
63195	64	64	64	573.0000	1.1519	0.8001
63196	64	64	64	568.0000	1.1419	0.7931
63197	64	64	64	523.0000	1.0514	0.7303
63198	64	64	64	514.0000	1.0333	0.7177
63199	64	64	64	578.0000	1.1620	0.8070
63200	64	64	64	538.0000	1.0816	0.7512
63201	64	64	64	549.0000	1.1037	0.7666
63202	64	64	64	521.0000	1.0474	0.7275
63203	64	64	64	486.0000	0.9770	0.6786
63204	64	64	64	519.0000	1.0434	0.7247
63205	64	64	64	516.0000	1.0373	0.7205
63206	64	64	64	539.0000	1.0836	0.7526
63207	64	64	64	501.0000	1.0072	0.6995
63208	64	64	64	485.0000	0.9750	0.6772
63209	64	64	64	565.0000	1.1358	0.7889
63210	64	64	64	551.0000	1.1077	0.7693
63211	64	64	64	533.0000	1.0715	0.7442
63212	64	64	64	518.0000	1.0413	0.7233
63213	64	64	64	547.0000	1.0996	0.7638
63214	64	64	64	525.0000	1.0554	0.7330
63215	64	64	64	498.0000	1.0011	0.6953
63216	64	64	64	504.0000	1.0132	0.7037
63217	64	64	64	515.0000	1.0353	0.7191
63218	64	64	64	521.0000	1.0474	0.7275
63219	64	64	64	556.0000	1.1177	0.7763
63220	64	64	64	589.0000	1.1841	0.8224
63221	64	64	64	560.0000	1.1258	0.7819
63222	64	64	64	519.0000	1.0434	0.7247
63223	64	64	64	560.0000	1.1258	0.7819
63224	64	64	64	520.0000	1.0454	0.7261
63225	64	64	64	560.0000	1.1258	0.7819
63226	64	64	64	568.0000	1.1419	0.7931
63227	64	64	64	538.0000	1.0816	0.7512
63228	64	64	64	546.0000	1.0976	0.7624
63229	64	64	64	592.0000	1.1901	0.8266
63230	64	64	64	570.0000	1.1459	0.7959
63231	64	64	64	564.0000	1.1338	0.7875
63232	64	64	64	516.0000	1.0373	0.7205
63233	64	64	64	568.0000	1.1419	0.7931
63234	64	64	64	566.0000	1.1378	0.7903
63235	64	64	64	556.0000	1.1177	0.7763
63236	64	64	64	580.0000	1.1660	0.8098
63237	64	64	64	575.0000	1.1559	0.8029
63238	64	64	64	560.0000	1.1258	0.7819
63239	64	64	64	502.0000	1.0092	0.7009
63240	64	64	64	557.0000	1.1197	0.7777
63241	64	64	64	530.0000	1.0655	0.7400
63242	64	64	64	512.0000	1.0293	0.7149
63243	64	64	64	503.0000	1.0112	0.7023
63244	64	64	64	540.0000	1.0856	0.7540
63245	64	64	64	512.0000	1.0293	0.7149
63246	64	64	64	546.0000	1.0976	0.7624
63247	64	64	64	568.0000	1.1419	0.7931
63248	64	64	64	546.0000	1.0976	0.7624
63249	64	64	64	547.0000	1.0996	0.7638
63250	64	64	64	567.0000	1.1399	0.7917
63251	64	64	64	578.0000	1.1620	0.8070
63252	64	64	64	524.0000	1.0534	0.7316
63253	64	64	64	529.0000	1.0635	0.7386
63254	64	64	64	535.0000	1.0755	0.7470
63255	64	64	64	507.0000	1.0192	0.7079
63256	64	64	64	502.0000	1.0092	0.7009
63257	64	64	64	507.0000	1.0192	0.7079
63258	64	64	64	547.0000	1.0996	0.7638
63259	64	64	64	526.0000	1.0574	0.7344
63260	64	64	64	566.0000	1.1378	0.7903
63261	64	64	64	520.0000	1.0454	0.7261
63262	64	64	64	526.0000	1.0574	0.7344
63263	64	64	64	540.0000	1.0856	0.7540
63264	64	64	64	515.0000	1.0353	0.7191
63265	64	64	64	570.0000	1.1459	0.7959
63266	64	64	64	527.0000	1.0594	0.7358
63267	64	64	64	566.0000	1.1378	0.7903
63268	64	64	64	520.0000	1.0454	0.7261
63269	64	64	64	506.0000	1.0172	0.7065
63270	64	64	64	551.0000	1.1077	0.7693
63271	64	64	64	548.0000	1.1017	0.7652
63272	64	64	64	475.0000	0.9549	0.6632
63273	64	64	64	558.0000	1.1218	0.7791
63274	64	64	64	515.0000	1.0353	0.7191
63275	64	64	64	574.0000	1.1539	0.8015
63276	64	64	64	533.0000	1.0715	0.7442
63277	64	64	64	567.0000	1.1399	0.7917
63278	64	64	64	495.0000	0.9951	0.6912
63279	64	64	64	564.0000	1.1338	0.7875
63280	64	64	64	577.0000	1.1600	0.8057
63281	64	64	64	539.0000	1.0836	0.7526
63282	64	64	64	518.0000	1.0413	0.7233
63283	64	64	64	547.0000	1.0996	0.7638
63284	64	64	64	510.0000	1.0253	0.7121
63285	64	64	64	536.0000	1.0775	0.7484
63286	64	64	64	558.0000	1.1218	0.7791
63287	64	64	64	535.0000	1.0755	0.7470
63288	64	64	64	522.0000	1.0494	0.7289
63289	64	64	64	520.0000	1.0454	0.7261
63290	64	64	64	551.0000	1.1077	0.7693
63291	64	64	64	541.0000	1.0876	0.7554
63292	64	64	64	541.0000	1.0876	0.7554
63293	64	64	64	549.0000	1.1037	0.7666
63294	64	64	64	567.0000	1.1399	0.7917
63295	64	64	64	539.0000	1.0836	0.7526
63296	64	64	64	534.0000	1.0735	0.7456
63297	64	64	64	557.0000	1.1197	0.7777
63298	64	64	64	574.0000	1.1539	0.8015
63299	64	64	64	548.0000	1.1017	0.7652
63300	64	64	64	481.0000	0.9670	0.6716
63301	64	64	64	530.0000	1.0655	0.7400
63302	64	64	64	565.0000	1.1358	0.7889
63303	64	64	64	550.0000	1.1057	0.7680
63304	64	64	64	581.0000	1.1680	0.8112
63305	64	64	64	531.0000	1.0675	0.7414
63306	64	64	64	538.0000	1.0816	0.7512
63307	64	64	64	574.0000	1.1539	0.8015
63308	64	64	64	516.0000	1.0373	0.7205
63309	64	64	64	508.0000	1.0212	0.7093
63310	64	64	64	512.0000	1.0293	0.7149
63311	64	64	64	544.0000	1.0936	0.7596
63312	64	64	64	564.0000	1.1338	0.7875
63313	64	64	64	545.0000	1.0956	0.7610
63314	64	64	64	505.0000	1.0152	0.7051
63315	64	64	64	543.0000	1.0916	0.7582
63316	64	64	64	558.0000	1.1218	0.7791
63317	64	64	64	547.0000	1.0996	0.7638
63318	64	64	64	564.0000	1.1338	0.7875
63319	64	64	64	502.0000	1.0092	0.7009
63320	64	64	64	542.0000	1.0896	0.7568
63321	64	64	64	562.0000	1.1298	0.7847
63322	64	64	64	543.0000	1.0916	0.7582
63323	64	64	64	562.0000	1.1298	0.7847
63324	64	64	64	575.0000	1.1559	0.8029
63325	64	64	64	546.0000	1.0976	0.7624
63326	64	64	64	558.0000	1.1218	0.7791
63327	64	64	64	515.0000	1.0353	0.7191
63328	64	64	64	496.0000	0.9971	0.6926
63329	64	64	64	530.0000	1.0655	0.7400
63330	64	64	64	545.0000	1.0956	0.7610
63331	64	64	64	534.0000	1.0735	0.7456
63332	64	64	64	556.0000	1.1177	0.7763
63333	64	64	64	532.0000	1.0695	0.7428
63334	64	64	64	560.0000	1.1258	0.7819
63335	64	64	64	495.0000	0.9951	0.6912
63336	64	64	64	542.0000	1.0896	0.7568
63337	64	64	64	556.0000	1.1177	0.7763
63338	64	64	64	518.0000	1.0413	0.7233
63339	64	64	64	489.0000	0.9830	0.6828
63340	64	64	64	552.0000	1.1097	0.7707
63341	64	64	64	561.0000	1.1278	0.7833
63342	64	64	64	531.0000	1.0675	0.7414
63343	64	64	64	555.0000	1.1157	0.7749
63344	64	64	64	543.0000	1.0916	0.7582
63345	64	64	64	539.0000	1.0836	0.7526
63346	64	64	64	543.0000	1.0916	0.7582
63347	64	64	64	526.0000	1.0574	0.7344
63348	64	64	64	571.0000	1.1479	0.7973
63349	64	64	64	528.0000	1.0614	0.7372
63350	64	64	64	503.0000	1.0112	0.7023
63351	64	64	64	511.0000	1.0273	0.7135
63352	64	64	64	555.0000	1.1157	0.7749
63353	64	64	64	549.0000	1.1037	0.7666
63354	64	64	64	564.0000	1.1338	0.7875
63355	64	64	64	550.0000	1.1057	0.7680
63356	64	64	64	562.0000	1.1298	0.7847
63357	64	64	64	541.0000	1.0876	0.7554
63358	64	64	64	554.0000	1.1137	0.7735
63359	64	64	64	517.0000	1.0393	0.7219
63360	64	64	64	544.0000	1.0936	0.7596
63361	64	64	64	561.0000	1.1278	0.7833
63362	64	64	64	534.0000	1.0735	0.7456
63363	64	64	64	487.0000	0.9790	0.6800
63364	64	64	64	501.0000	1.0072	0.6995
63365	64	64	64	481.0000	0.9670	0.6716
63366	64	64	64	508.0000	1.0212	0.7093
63367	64	64	64	543.0000	1.0916	0.7582
63368	64	64	64	524.0000	1.0534	0.7316
63369	64	64	64	537.0000	1.0795	0.7498
63370	64	64	64	534.0000	1.0735	0.7456
63371	64	64	64	541.0000	1.0876	0.7554
63372	64	64	64	513.0000	1.0313	0.7163
63373	64	64	64	538.0000	1.0816	0.7512
63374	64	64	64	512.0000	1.0293	0.7149
63375	64	64	64	563.0000	1.1318	0.7861
63376	64	64	64	527.0000	1.0594	0.7358
63377	64	64	64	511.0000	1.0273	0.7135
63378	64	64	64	528.0000	1.0614	0.7372
63379	64	64	64	531.0000	1.0675	0.7414
63380	64	64	64	519.0000	1.0434	0.7247
63381	64	64	64	513.0000	1.0313	0.7163
63382	64	64	64	572.0000	1.1499	0.7987
63383	64	64	64	472.0000	0.9489	0.6590
63384	64	64	64	532.0000	1.0695	0.7428
63385	64	64	64	554.0000	1.1137	0.7735
63386	64	64	64	537.0000	1.0795	0.7498
63387	64	64	64	494.0000	0.9931	0.6898
63388	64	64	64	521.0000	1.0474	0.7275
63389	64	64	64	569.0000	1.1439	0.7945
63390	64	64	64	525.0000	1.0554	0.7330
63391	64	64	64	527.0000	1.0594	0.7358
63392	64	64	64	527.0000	1.0594	0.7358
63393	64	64	64	566.0000	1.1378	0.7903
63394	64	64	64	548.0000	1.1017	0.7652
63395	64	64	64	539.0000	1.0836	0.7526
63396	64	64	64	571.0000	1.1479	0.7973
63397	64	64	64	554.0000	1.1137	0.7735
63398	64	64	64	532.0000	1.0695	0.7428
63399	64	64	64	532.0000	1.0695	0.7428
63400	64	64	64	559.0000	1.1238	0.7805
63401	64	64	64	521.0000	1.0474	0.7275
63402	64	64	64	501.0000	1.0072	0.6995
63403	64	64	64	523.0000	1.0514	0.7303
63404	64	64	64	575.0000	1.1559	0.8029
63405	64	64	64	536.0000	1.0775	0.7484
63406	64	64	64	550.0000	1.1057	0.7680
63407	64	64	64	536.0000	1.0775	0.7484
63408	64	64	64	539.0000	1.0836	0.7526
63409	64	64	64	541.0000	1.0876	0.7554
63410	64	64	64	544.0000	1.0936	0.7596
63411	64	64	64	567.0000	1.1399	0.7917
63412	64	64	64	531.0000	1.0675	0.7414
63413	64	64	64	548.0000	1.1017	0.7652
63414	64	64	64	567.0000	1.1399	0.7917
63415	64	64	64	509.0000	1.0233	0.7107
63416	64	64	64	567.0000	1.1399	0.7917
63417	64	64	64	556.0000	1.1177	0.7763
63418	64	64	64	555.0000	1.1157	0.7749
63419	64	64	64	519.0000	1.0434	0.7247
63420	64	64	64	498.0000	1.0011	0.6953
63421	64	64	64	559.0000	1.1238	0.7805
63422	64	64	64	543.0000	1.0916	0.7582
63423	64	64	64	518.0000	1.0413	0.7233
63424	64	64	64	555.0000	1.1157	0.7749
63425	64	64	64	570.0000	1.1459	0.7959
63426	64	64	64	579.0000	1.1640	0.8084
63427	64	64	64	531.0000	1.0675	0.7414
63428	64	64	64	488.0000	0.9810	0.6814
63429	64	64	64	542.0000	1.0896	0.7568
63430	64	64	64	581.0000	1.1680	0.8112
63431	64	64	64	569.0000	1.1439	0.7945
63432	64	64	64	558.0000	1.1218	0.7791
63433	64	64	64	531.0000	1.0675	0.7414
63434	64	64	64	523.0000	1.0514	0.7303
63435	64	64	64	545.0000	1.0956	0.7610
63436	64	64	64	570.0000	1.1459	0.7959
63437	64	64	64	540.0000	1.0856	0.7540
63438	64	64	64	570.0000	1.1459	0.7959
63439	64	64	64	549.0000	1.1037	0.7666
63440	64	64	64	550.0000	1.1057	0.7680
63441	64	64	64	499.0000	1.0032	0.6967
63442	64	64	64	561.0000	1.1278	0.7833
63443	64	64	64	541.0000	1.0876	0.7554
63444	64	64	64	557.0000	1.1197	0.7777
63445	64	64	64	592.0000	1.1901	0.8266
63446	64	64	64	548.0000	1.1017	0.7652
63447	64	64	64	538.0000	1.0816	0.7512
63448	64	64	64	558.0000	1.1218	0.7791
63449	64	64	64	555.0000	1.1157	0.7749
63450	64	64	64	535.0000	1.0755	0.7470
63451	64	64	64	563.0000	1.1318	0.7861
63452	64	64	64	520.0000	1.0454	0.7261
63453	64	64	64	545.0000	1.0956	0.7610
63454	64	64	64	529.0000	1.0635	0.7386
63455	64	64	64	528.0000	1.0614	0.7372
63456	64	64	64	551.0000	1.1077	0.7693
63457	64	64	64	541.0000	1.0876	0.7554
63458	64	64	64	552.0000	1.1097	0.7707
63459	64	64	64	553.0000	1.1117	0.7721
63460	64	64	64	540.0000	1.0856	0.7540
63461	64	64	64	545.0000	1.0956	0.7610
63462	64	64	64	552.0000	1.1097	0.7707
63463	64	64	64	577.0000	1.1600	0.8057
63464	64	64	64	555.0000	1.1157	0.7749
63465	64	64	64	524.0000	1.0534	0.7316
63466	64	64	64	589.0000	1.1841	0.8224
63467	64	64	64	586.0000	1.1780	0.8182
63468	64	64	64	541.0000	1.0876	0.7554
63469	64	64	64	494.0000	0.9931	0.6898
63470	64	64	64	545.0000	1.0956	0.7610
63471	64	64	64	557.0000	1.1197	0.7777
63472	64	64	64	543.0000	1.0916	0.7582
63473	64	64	64	520.0000	1.0454	0.7261
63474	64	64	64	536.0000	1.0775	0.7484
63475	64	64	64	550.0000	1.1057	0.7680
63476	64	64	64	556.0000	1.1177	0.7763
63477	64	64	64	566.0000	1.1378	0.7903
63478	64	64	64	566.0000	1.1378	0.7903
63479	64	64	64	586.0000	1.1780	0.8182
63480	64	64	64	554.0000	1.1137	0.7735
63481	64	64	64	532.0000	1.0695	0.7428
63482	64	64	64	535.0000	1.0755	0.7470
63483	64	64	64	549.0000	1.1037	0.7666
63484	64	64	64	507.0000	1.0192	0.7079
63485	64	64	64	552.0000	1.1097	0.7707
63486	64	64	64	538.0000	1.0816	0.7512
63487	64	64	64	566.0000	1.1378	0.7903
63488	64	64	64	499.0000	1.0032	0.6967
63489	64	64	64	540.0000	1.0856	0.7540
63490	64	64	64	559.0000	1.1238	0.7805
63491	64	64	64	568.0000	1.1419	0.7931
63492	64	64	64	547.0000	1.0996	0.7638
63493	64	64	64	571.0000	1.1479	0.7973
63494	64	64	64	541.0000	1.0876	0.7554
63495	64	64	64	502.0000	1.0092	0.7009
63496	64	64	64	561.0000	1.1278	0.7833
63497	64	64	64	553.0000	1.1117	0.7721
63498	64	64	64	528.0000	1.0614	0.7372
63499	64	64	64	555.0000	1.1157	0.7749
63500	64	64	64	528.0000	1.0614	0.7372
63501	64	64	64	546.0000	1.0976	0.7624
63502	64	64	64	507.0000	1.0192	0.7079
63503	64	64	64	531.0000	1.0675	0.7414
63504	64	64	64	553.0000	1.1117	0.7721
63505	64	64	64	516.0000	1.0373	0.7205
63506	64	64	64	541.0000	1.0876	0.7554
63507	64	64	64	543.0000	1.0916	0.7582
63508	64	64	64	555.0000	1.1157	0.7749
63509	64	64	64	558.0000	1.1218	0.7791
63510	64	64	64	525.0000	1.0554	0.7330
