Tree	Tree_taxa	RefTree_taxa	Common_taxa	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
590	64	64	64	592.0000	1.1901	0.8266
591	64	64	64	566.0000	1.1378	0.7903
592	64	64	64	539.0000	1.0836	0.7526
593	64	64	64	552.0000	1.1097	0.7707
594	64	64	64	524.0000	1.0534	0.7316
595	64	64	64	562.0000	1.1298	0.7847
596	64	64	64	536.0000	1.0775	0.7484
597	64	64	64	516.0000	1.0373	0.7205
598	64	64	64	564.0000	1.1338	0.7875
599	64	64	64	545.0000	1.0956	0.7610
600	64	64	64	535.0000	1.0755	0.7470
601	64	64	64	553.0000	1.1117	0.7721
602	64	64	64	557.0000	1.1197	0.7777
603	64	64	64	552.0000	1.1097	0.7707
604	64	64	64	567.0000	1.1399	0.7917
605	64	64	64	554.0000	1.1137	0.7735
606	64	64	64	570.0000	1.1459	0.7959
607	64	64	64	592.0000	1.1901	0.8266
608	64	64	64	540.0000	1.0856	0.7540
609	64	64	64	523.0000	1.0514	0.7303
610	64	64	64	536.0000	1.0775	0.7484
611	64	64	64	521.0000	1.0474	0.7275
612	64	64	64	555.0000	1.1157	0.7749
613	64	64	64	526.0000	1.0574	0.7344
614	64	64	64	495.0000	0.9951	0.6912
615	64	64	64	556.0000	1.1177	0.7763
616	64	64	64	564.0000	1.1338	0.7875
617	64	64	64	532.0000	1.0695	0.7428
618	64	64	64	548.0000	1.1017	0.7652
619	64	64	64	523.0000	1.0514	0.7303
620	64	64	64	557.0000	1.1197	0.7777
621	64	64	64	566.0000	1.1378	0.7903
622	64	64	64	555.0000	1.1157	0.7749
623	64	64	64	537.0000	1.0795	0.7498
624	64	64	64	529.0000	1.0635	0.7386
625	64	64	64	547.0000	1.0996	0.7638
626	64	64	64	556.0000	1.1177	0.7763
627	64	64	64	549.0000	1.1037	0.7666
628	64	64	64	522.0000	1.0494	0.7289
629	64	64	64	513.0000	1.0313	0.7163
630	64	64	64	556.0000	1.1177	0.7763
631	64	64	64	547.0000	1.0996	0.7638
632	64	64	64	546.0000	1.0976	0.7624
633	64	64	64	554.0000	1.1137	0.7735
634	64	64	64	582.0000	1.1700	0.8126
635	64	64	64	553.0000	1.1117	0.7721
636	64	64	64	556.0000	1.1177	0.7763
637	64	64	64	530.0000	1.0655	0.7400
638	64	64	64	527.0000	1.0594	0.7358
639	64	64	64	582.0000	1.1700	0.8126
640	64	64	64	558.0000	1.1218	0.7791
641	64	64	64	530.0000	1.0655	0.7400
642	64	64	64	544.0000	1.0936	0.7596
643	64	64	64	557.0000	1.1197	0.7777
644	64	64	64	554.0000	1.1137	0.7735
645	64	64	64	539.0000	1.0836	0.7526
646	64	64	64	496.0000	0.9971	0.6926
647	64	64	64	557.0000	1.1197	0.7777
648	64	64	64	541.0000	1.0876	0.7554
649	64	64	64	576.0000	1.1579	0.8043
650	64	64	64	565.0000	1.1358	0.7889
651	64	64	64	565.0000	1.1358	0.7889
652	64	64	64	495.0000	0.9951	0.6912
653	64	64	64	539.0000	1.0836	0.7526
654	64	64	64	489.0000	0.9830	0.6828
655	64	64	64	540.0000	1.0856	0.7540
656	64	64	64	569.0000	1.1439	0.7945
657	64	64	64	565.0000	1.1358	0.7889
658	64	64	64	591.0000	1.1881	0.8252
659	64	64	64	525.0000	1.0554	0.7330
660	64	64	64	601.0000	1.2082	0.8392
661	64	64	64	548.0000	1.1017	0.7652
662	64	64	64	524.0000	1.0534	0.7316
663	64	64	64	516.0000	1.0373	0.7205
664	64	64	64	535.0000	1.0755	0.7470
665	64	64	64	500.0000	1.0052	0.6981
666	64	64	64	578.0000	1.1620	0.8070
667	64	64	64	497.0000	0.9991	0.6939
668	64	64	64	500.0000	1.0052	0.6981
669	64	64	64	562.0000	1.1298	0.7847
670	64	64	64	533.0000	1.0715	0.7442
671	64	64	64	504.0000	1.0132	0.7037
672	64	64	64	541.0000	1.0876	0.7554
673	64	64	64	545.0000	1.0956	0.7610
674	64	64	64	565.0000	1.1358	0.7889
675	64	64	64	515.0000	1.0353	0.7191
676	64	64	64	573.0000	1.1519	0.8001
677	64	64	64	546.0000	1.0976	0.7624
678	64	64	64	567.0000	1.1399	0.7917
679	64	64	64	540.0000	1.0856	0.7540
680	64	64	64	547.0000	1.0996	0.7638
681	64	64	64	521.0000	1.0474	0.7275
682	64	64	64	486.0000	0.9770	0.6786
683	64	64	64	566.0000	1.1378	0.7903
684	64	64	64	583.0000	1.1720	0.8140
685	64	64	64	545.0000	1.0956	0.7610
686	64	64	64	515.0000	1.0353	0.7191
687	64	64	64	544.0000	1.0936	0.7596
688	64	64	64	534.0000	1.0735	0.7456
689	64	64	64	552.0000	1.1097	0.7707
690	64	64	64	574.0000	1.1539	0.8015
691	64	64	64	511.0000	1.0273	0.7135
692	64	64	64	521.0000	1.0474	0.7275
693	64	64	64	492.0000	0.9891	0.6870
694	64	64	64	531.0000	1.0675	0.7414
695	64	64	64	578.0000	1.1620	0.8070
696	64	64	64	541.0000	1.0876	0.7554
697	64	64	64	529.0000	1.0635	0.7386
698	64	64	64	542.0000	1.0896	0.7568
699	64	64	64	482.0000	0.9690	0.6730
700	64	64	64	545.0000	1.0956	0.7610
701	64	64	64	519.0000	1.0434	0.7247
702	64	64	64	525.0000	1.0554	0.7330
703	64	64	64	540.0000	1.0856	0.7540
704	64	64	64	539.0000	1.0836	0.7526
705	64	64	64	561.0000	1.1278	0.7833
706	64	64	64	549.0000	1.1037	0.7666
707	64	64	64	548.0000	1.1017	0.7652
708	64	64	64	572.0000	1.1499	0.7987
709	64	64	64	558.0000	1.1218	0.7791
710	64	64	64	580.0000	1.1660	0.8098
711	64	64	64	521.0000	1.0474	0.7275
712	64	64	64	557.0000	1.1197	0.7777
713	64	64	64	557.0000	1.1197	0.7777
714	64	64	64	508.0000	1.0212	0.7093
715	64	64	64	555.0000	1.1157	0.7749
716	64	64	64	528.0000	1.0614	0.7372
717	64	64	64	536.0000	1.0775	0.7484
718	64	64	64	575.0000	1.1559	0.8029
719	64	64	64	547.0000	1.0996	0.7638
720	64	64	64	560.0000	1.1258	0.7819
721	64	64	64	564.0000	1.1338	0.7875
722	64	64	64	573.0000	1.1519	0.8001
723	64	64	64	547.0000	1.0996	0.7638
724	64	64	64	555.0000	1.1157	0.7749
725	64	64	64	522.0000	1.0494	0.7289
726	64	64	64	525.0000	1.0554	0.7330
727	64	64	64	544.0000	1.0936	0.7596
728	64	64	64	569.0000	1.1439	0.7945
729	64	64	64	510.0000	1.0253	0.7121
730	64	64	64	527.0000	1.0594	0.7358
731	64	64	64	571.0000	1.1479	0.7973
732	64	64	64	540.0000	1.0856	0.7540
733	64	64	64	558.0000	1.1218	0.7791
734	64	64	64	528.0000	1.0614	0.7372
735	64	64	64	534.0000	1.0735	0.7456
736	64	64	64	552.0000	1.1097	0.7707
737	64	64	64	569.0000	1.1439	0.7945
738	64	64	64	527.0000	1.0594	0.7358
739	64	64	64	583.0000	1.1720	0.8140
740	64	64	64	470.0000	0.9449	0.6563
741	64	64	64	496.0000	0.9971	0.6926
742	64	64	64	545.0000	1.0956	0.7610
743	64	64	64	558.0000	1.1218	0.7791
744	64	64	64	549.0000	1.1037	0.7666
745	64	64	64	564.0000	1.1338	0.7875
746	64	64	64	564.0000	1.1338	0.7875
747	64	64	64	540.0000	1.0856	0.7540
748	64	64	64	528.0000	1.0614	0.7372
749	64	64	64	527.0000	1.0594	0.7358
750	64	64	64	537.0000	1.0795	0.7498
751	64	64	64	566.0000	1.1378	0.7903
752	64	64	64	545.0000	1.0956	0.7610
753	64	64	64	562.0000	1.1298	0.7847
754	64	64	64	542.0000	1.0896	0.7568
755	64	64	64	538.0000	1.0816	0.7512
756	64	64	64	518.0000	1.0413	0.7233
757	64	64	64	568.0000	1.1419	0.7931
758	64	64	64	541.0000	1.0876	0.7554
759	64	64	64	543.0000	1.0916	0.7582
760	64	64	64	553.0000	1.1117	0.7721
761	64	64	64	532.0000	1.0695	0.7428
762	64	64	64	545.0000	1.0956	0.7610
763	64	64	64	510.0000	1.0253	0.7121
764	64	64	64	557.0000	1.1197	0.7777
765	64	64	64	513.0000	1.0313	0.7163
766	64	64	64	557.0000	1.1197	0.7777
767	64	64	64	577.0000	1.1600	0.8057
768	64	64	64	570.0000	1.1459	0.7959
769	64	64	64	565.0000	1.1358	0.7889
770	64	64	64	544.0000	1.0936	0.7596
771	64	64	64	546.0000	1.0976	0.7624
772	64	64	64	517.0000	1.0393	0.7219
773	64	64	64	496.0000	0.9971	0.6926
774	64	64	64	550.0000	1.1057	0.7680
775	64	64	64	548.0000	1.1017	0.7652
776	64	64	64	556.0000	1.1177	0.7763
777	64	64	64	557.0000	1.1197	0.7777
778	64	64	64	554.0000	1.1137	0.7735
779	64	64	64	513.0000	1.0313	0.7163
780	64	64	64	519.0000	1.0434	0.7247
781	64	64	64	537.0000	1.0795	0.7498
782	64	64	64	557.0000	1.1197	0.7777
783	64	64	64	508.0000	1.0212	0.7093
784	64	64	64	549.0000	1.1037	0.7666
785	64	64	64	546.0000	1.0976	0.7624
786	64	64	64	566.0000	1.1378	0.7903
787	64	64	64	545.0000	1.0956	0.7610
788	64	64	64	555.0000	1.1157	0.7749
789	64	64	64	546.0000	1.0976	0.7624
790	64	64	64	525.0000	1.0554	0.7330
791	64	64	64	549.0000	1.1037	0.7666
792	64	64	64	579.0000	1.1640	0.8084
793	64	64	64	594.0000	1.1941	0.8294
794	64	64	64	549.0000	1.1037	0.7666
795	64	64	64	553.0000	1.1117	0.7721
796	64	64	64	510.0000	1.0253	0.7121
797	64	64	64	559.0000	1.1238	0.7805
798	64	64	64	511.0000	1.0273	0.7135
799	64	64	64	542.0000	1.0896	0.7568
800	64	64	64	508.0000	1.0212	0.7093
801	64	64	64	483.0000	0.9710	0.6744
802	64	64	64	558.0000	1.1218	0.7791
803	64	64	64	513.0000	1.0313	0.7163
804	64	64	64	599.0000	1.2042	0.8364
805	64	64	64	551.0000	1.1077	0.7693
806	64	64	64	543.0000	1.0916	0.7582
807	64	64	64	504.0000	1.0132	0.7037
808	64	64	64	536.0000	1.0775	0.7484
809	64	64	64	543.0000	1.0916	0.7582
810	64	64	64	580.0000	1.1660	0.8098
811	64	64	64	563.0000	1.1318	0.7861
812	64	64	64	548.0000	1.1017	0.7652
813	64	64	64	520.0000	1.0454	0.7261
814	64	64	64	518.0000	1.0413	0.7233
815	64	64	64	527.0000	1.0594	0.7358
816	64	64	64	539.0000	1.0836	0.7526
817	64	64	64	553.0000	1.1117	0.7721
818	64	64	64	569.0000	1.1439	0.7945
819	64	64	64	534.0000	1.0735	0.7456
820	64	64	64	557.0000	1.1197	0.7777
821	64	64	64	560.0000	1.1258	0.7819
822	64	64	64	546.0000	1.0976	0.7624
823	64	64	64	548.0000	1.1017	0.7652
824	64	64	64	530.0000	1.0655	0.7400
825	64	64	64	575.0000	1.1559	0.8029
826	64	64	64	529.0000	1.0635	0.7386
827	64	64	64	517.0000	1.0393	0.7219
828	64	64	64	546.0000	1.0976	0.7624
829	64	64	64	514.0000	1.0333	0.7177
830	64	64	64	537.0000	1.0795	0.7498
831	64	64	64	548.0000	1.1017	0.7652
832	64	64	64	512.0000	1.0293	0.7149
833	64	64	64	522.0000	1.0494	0.7289
834	64	64	64	543.0000	1.0916	0.7582
835	64	64	64	559.0000	1.1238	0.7805
836	64	64	64	523.0000	1.0514	0.7303
837	64	64	64	477.0000	0.9589	0.6660
838	64	64	64	542.0000	1.0896	0.7568
839	64	64	64	557.0000	1.1197	0.7777
840	64	64	64	533.0000	1.0715	0.7442
841	64	64	64	566.0000	1.1378	0.7903
842	64	64	64	522.0000	1.0494	0.7289
843	64	64	64	525.0000	1.0554	0.7330
844	64	64	64	543.0000	1.0916	0.7582
845	64	64	64	526.0000	1.0574	0.7344
846	64	64	64	560.0000	1.1258	0.7819
847	64	64	64	548.0000	1.1017	0.7652
848	64	64	64	540.0000	1.0856	0.7540
849	64	64	64	519.0000	1.0434	0.7247
850	64	64	64	563.0000	1.1318	0.7861
851	64	64	64	526.0000	1.0574	0.7344
852	64	64	64	540.0000	1.0856	0.7540
853	64	64	64	505.0000	1.0152	0.7051
854	64	64	64	566.0000	1.1378	0.7903
855	64	64	64	550.0000	1.1057	0.7680
856	64	64	64	534.0000	1.0735	0.7456
857	64	64	64	544.0000	1.0936	0.7596
858	64	64	64	526.0000	1.0574	0.7344
859	64	64	64	552.0000	1.1097	0.7707
860	64	64	64	559.0000	1.1238	0.7805
861	64	64	64	527.0000	1.0594	0.7358
862	64	64	64	561.0000	1.1278	0.7833
863	64	64	64	550.0000	1.1057	0.7680
864	64	64	64	518.0000	1.0413	0.7233
865	64	64	64	519.0000	1.0434	0.7247
866	64	64	64	517.0000	1.0393	0.7219
867	64	64	64	561.0000	1.1278	0.7833
868	64	64	64	521.0000	1.0474	0.7275
869	64	64	64	509.0000	1.0233	0.7107
870	64	64	64	576.0000	1.1579	0.8043
871	64	64	64	494.0000	0.9931	0.6898
872	64	64	64	558.0000	1.1218	0.7791
873	64	64	64	541.0000	1.0876	0.7554
874	64	64	64	507.0000	1.0192	0.7079
875	64	64	64	551.0000	1.1077	0.7693
876	64	64	64	528.0000	1.0614	0.7372
877	64	64	64	555.0000	1.1157	0.7749
878	64	64	64	530.0000	1.0655	0.7400
879	64	64	64	553.0000	1.1117	0.7721
880	64	64	64	570.0000	1.1459	0.7959
881	64	64	64	554.0000	1.1137	0.7735
882	64	64	64	515.0000	1.0353	0.7191
883	64	64	64	555.0000	1.1157	0.7749
884	64	64	64	555.0000	1.1157	0.7749
885	64	64	64	515.0000	1.0353	0.7191
886	64	64	64	494.0000	0.9931	0.6898
887	64	64	64	533.0000	1.0715	0.7442
888	64	64	64	563.0000	1.1318	0.7861
889	64	64	64	492.0000	0.9891	0.6870
890	64	64	64	542.0000	1.0896	0.7568
891	64	64	64	550.0000	1.1057	0.7680
892	64	64	64	544.0000	1.0936	0.7596
893	64	64	64	538.0000	1.0816	0.7512
894	64	64	64	594.0000	1.1941	0.8294
895	64	64	64	552.0000	1.1097	0.7707
896	64	64	64	545.0000	1.0956	0.7610
897	64	64	64	536.0000	1.0775	0.7484
898	64	64	64	551.0000	1.1077	0.7693
899	64	64	64	536.0000	1.0775	0.7484
900	64	64	64	565.0000	1.1358	0.7889
901	64	64	64	569.0000	1.1439	0.7945
902	64	64	64	548.0000	1.1017	0.7652
903	64	64	64	511.0000	1.0273	0.7135
904	64	64	64	577.0000	1.1600	0.8057
905	64	64	64	527.0000	1.0594	0.7358
906	64	64	64	575.0000	1.1559	0.8029
907	64	64	64	555.0000	1.1157	0.7749
908	64	64	64	557.0000	1.1197	0.7777
909	64	64	64	549.0000	1.1037	0.7666
910	64	64	64	528.0000	1.0614	0.7372
911	64	64	64	534.0000	1.0735	0.7456
912	64	64	64	545.0000	1.0956	0.7610
913	64	64	64	563.0000	1.1318	0.7861
914	64	64	64	542.0000	1.0896	0.7568
915	64	64	64	540.0000	1.0856	0.7540
916	64	64	64	525.0000	1.0554	0.7330
917	64	64	64	574.0000	1.1539	0.8015
918	64	64	64	563.0000	1.1318	0.7861
919	64	64	64	561.0000	1.1278	0.7833
920	64	64	64	556.0000	1.1177	0.7763
921	64	64	64	530.0000	1.0655	0.7400
922	64	64	64	574.0000	1.1539	0.8015
923	64	64	64	543.0000	1.0916	0.7582
924	64	64	64	525.0000	1.0554	0.7330
925	64	64	64	529.0000	1.0635	0.7386
926	64	64	64	517.0000	1.0393	0.7219
927	64	64	64	519.0000	1.0434	0.7247
928	64	64	64	510.0000	1.0253	0.7121
929	64	64	64	553.0000	1.1117	0.7721
930	64	64	64	500.0000	1.0052	0.6981
931	64	64	64	569.0000	1.1439	0.7945
932	64	64	64	509.0000	1.0233	0.7107
933	64	64	64	568.0000	1.1419	0.7931
934	64	64	64	549.0000	1.1037	0.7666
935	64	64	64	505.0000	1.0152	0.7051
936	64	64	64	582.0000	1.1700	0.8126
937	64	64	64	536.0000	1.0775	0.7484
938	64	64	64	547.0000	1.0996	0.7638
939	64	64	64	513.0000	1.0313	0.7163
940	64	64	64	545.0000	1.0956	0.7610
941	64	64	64	530.0000	1.0655	0.7400
942	64	64	64	520.0000	1.0454	0.7261
943	64	64	64	552.0000	1.1097	0.7707
944	64	64	64	540.0000	1.0856	0.7540
945	64	64	64	574.0000	1.1539	0.8015
946	64	64	64	527.0000	1.0594	0.7358
947	64	64	64	560.0000	1.1258	0.7819
948	64	64	64	529.0000	1.0635	0.7386
949	64	64	64	519.0000	1.0434	0.7247
950	64	64	64	517.0000	1.0393	0.7219
951	64	64	64	539.0000	1.0836	0.7526
952	64	64	64	525.0000	1.0554	0.7330
953	64	64	64	568.0000	1.1419	0.7931
954	64	64	64	568.0000	1.1419	0.7931
955	64	64	64	540.0000	1.0856	0.7540
956	64	64	64	517.0000	1.0393	0.7219
957	64	64	64	551.0000	1.1077	0.7693
958	64	64	64	551.0000	1.1077	0.7693
959	64	64	64	558.0000	1.1218	0.7791
960	64	64	64	536.0000	1.0775	0.7484
961	64	64	64	562.0000	1.1298	0.7847
962	64	64	64	506.0000	1.0172	0.7065
963	64	64	64	551.0000	1.1077	0.7693
964	64	64	64	532.0000	1.0695	0.7428
965	64	64	64	561.0000	1.1278	0.7833
966	64	64	64	552.0000	1.1097	0.7707
967	64	64	64	545.0000	1.0956	0.7610
968	64	64	64	522.0000	1.0494	0.7289
969	64	64	64	513.0000	1.0313	0.7163
970	64	64	64	519.0000	1.0434	0.7247
971	64	64	64	526.0000	1.0574	0.7344
972	64	64	64	533.0000	1.0715	0.7442
973	64	64	64	525.0000	1.0554	0.7330
974	64	64	64	554.0000	1.1137	0.7735
975	64	64	64	494.0000	0.9931	0.6898
976	64	64	64	556.0000	1.1177	0.7763
977	64	64	64	583.0000	1.1720	0.8140
978	64	64	64	538.0000	1.0816	0.7512
979	64	64	64	547.0000	1.0996	0.7638
980	64	64	64	527.0000	1.0594	0.7358
981	64	64	64	538.0000	1.0816	0.7512
982	64	64	64	547.0000	1.0996	0.7638
983	64	64	64	527.0000	1.0594	0.7358
984	64	64	64	535.0000	1.0755	0.7470
985	64	64	64	520.0000	1.0454	0.7261
986	64	64	64	530.0000	1.0655	0.7400
987	64	64	64	522.0000	1.0494	0.7289
988	64	64	64	561.0000	1.1278	0.7833
989	64	64	64	543.0000	1.0916	0.7582
990	64	64	64	578.0000	1.1620	0.8070
991	64	64	64	537.0000	1.0795	0.7498
992	64	64	64	498.0000	1.0011	0.6953
993	64	64	64	467.0000	0.9388	0.6521
994	64	64	64	536.0000	1.0775	0.7484
995	64	64	64	540.0000	1.0856	0.7540
996	64	64	64	477.0000	0.9589	0.6660
997	64	64	64	558.0000	1.1218	0.7791
998	64	64	64	555.0000	1.1157	0.7749
999	64	64	64	549.0000	1.1037	0.7666
1000	64	64	64	546.0000	1.0976	0.7624
1001	64	64	64	532.0000	1.0695	0.7428
1002	64	64	64	545.0000	1.0956	0.7610
1003	64	64	64	540.0000	1.0856	0.7540
1004	64	64	64	552.0000	1.1097	0.7707
1005	64	64	64	553.0000	1.1117	0.7721
1006	64	64	64	546.0000	1.0976	0.7624
1007	64	64	64	539.0000	1.0836	0.7526
1008	64	64	64	530.0000	1.0655	0.7400
1009	64	64	64	524.0000	1.0534	0.7316
1010	64	64	64	580.0000	1.1660	0.8098
1011	64	64	64	557.0000	1.1197	0.7777
1012	64	64	64	539.0000	1.0836	0.7526
1013	64	64	64	563.0000	1.1318	0.7861
1014	64	64	64	533.0000	1.0715	0.7442
1015	64	64	64	529.0000	1.0635	0.7386
1016	64	64	64	576.0000	1.1579	0.8043
1017	64	64	64	544.0000	1.0936	0.7596
1018	64	64	64	519.0000	1.0434	0.7247
1019	64	64	64	499.0000	1.0032	0.6967
1020	64	64	64	516.0000	1.0373	0.7205
1021	64	64	64	547.0000	1.0996	0.7638
1022	64	64	64	538.0000	1.0816	0.7512
1023	64	64	64	547.0000	1.0996	0.7638
1024	64	64	64	509.0000	1.0233	0.7107
1025	64	64	64	556.0000	1.1177	0.7763
1026	64	64	64	511.0000	1.0273	0.7135
1027	64	64	64	549.0000	1.1037	0.7666
1028	64	64	64	525.0000	1.0554	0.7330
1029	64	64	64	519.0000	1.0434	0.7247
1030	64	64	64	527.0000	1.0594	0.7358
1031	64	64	64	571.0000	1.1479	0.7973
1032	64	64	64	551.0000	1.1077	0.7693
1033	64	64	64	559.0000	1.1238	0.7805
1034	64	64	64	515.0000	1.0353	0.7191
1035	64	64	64	561.0000	1.1278	0.7833
1036	64	64	64	517.0000	1.0393	0.7219
1037	64	64	64	543.0000	1.0916	0.7582
1038	64	64	64	556.0000	1.1177	0.7763
1039	64	64	64	547.0000	1.0996	0.7638
1040	64	64	64	522.0000	1.0494	0.7289
1041	64	64	64	504.0000	1.0132	0.7037
1042	64	64	64	562.0000	1.1298	0.7847
1043	64	64	64	520.0000	1.0454	0.7261
1044	64	64	64	527.0000	1.0594	0.7358
1045	64	64	64	582.0000	1.1700	0.8126
1046	64	64	64	543.0000	1.0916	0.7582
1047	64	64	64	519.0000	1.0434	0.7247
1048	64	64	64	572.0000	1.1499	0.7987
1049	64	64	64	544.0000	1.0936	0.7596
1050	64	64	64	519.0000	1.0434	0.7247
1051	64	64	64	554.0000	1.1137	0.7735
1052	64	64	64	484.0000	0.9730	0.6758
1053	64	64	64	541.0000	1.0876	0.7554
1054	64	64	64	554.0000	1.1137	0.7735
1055	64	64	64	558.0000	1.1218	0.7791
1056	64	64	64	536.0000	1.0775	0.7484
1057	64	64	64	538.0000	1.0816	0.7512
1058	64	64	64	487.0000	0.9790	0.6800
1059	64	64	64	549.0000	1.1037	0.7666
1060	64	64	64	555.0000	1.1157	0.7749
1061	64	64	64	535.0000	1.0755	0.7470
1062	64	64	64	556.0000	1.1177	0.7763
1063	64	64	64	532.0000	1.0695	0.7428
1064	64	64	64	528.0000	1.0614	0.7372
1065	64	64	64	558.0000	1.1218	0.7791
1066	64	64	64	555.0000	1.1157	0.7749
1067	64	64	64	533.0000	1.0715	0.7442
1068	64	64	64	544.0000	1.0936	0.7596
1069	64	64	64	509.0000	1.0233	0.7107
1070	64	64	64	521.0000	1.0474	0.7275
1071	64	64	64	503.0000	1.0112	0.7023
1072	64	64	64	522.0000	1.0494	0.7289
1073	64	64	64	563.0000	1.1318	0.7861
1074	64	64	64	554.0000	1.1137	0.7735
1075	64	64	64	546.0000	1.0976	0.7624
1076	64	64	64	539.0000	1.0836	0.7526
1077	64	64	64	542.0000	1.0896	0.7568
1078	64	64	64	499.0000	1.0032	0.6967
1079	64	64	64	519.0000	1.0434	0.7247
1080	64	64	64	577.0000	1.1600	0.8057
1081	64	64	64	557.0000	1.1197	0.7777
1082	64	64	64	573.0000	1.1519	0.8001
1083	64	64	64	556.0000	1.1177	0.7763
1084	64	64	64	569.0000	1.1439	0.7945
1085	64	64	64	501.0000	1.0072	0.6995
1086	64	64	64	532.0000	1.0695	0.7428
1087	64	64	64	547.0000	1.0996	0.7638
1088	64	64	64	528.0000	1.0614	0.7372
1089	64	64	64	534.0000	1.0735	0.7456
1090	64	64	64	565.0000	1.1358	0.7889
1091	64	64	64	512.0000	1.0293	0.7149
1092	64	64	64	526.0000	1.0574	0.7344
1093	64	64	64	541.0000	1.0876	0.7554
1094	64	64	64	541.0000	1.0876	0.7554
1095	64	64	64	540.0000	1.0856	0.7540
1096	64	64	64	551.0000	1.1077	0.7693
1097	64	64	64	530.0000	1.0655	0.7400
1098	64	64	64	569.0000	1.1439	0.7945
1099	64	64	64	547.0000	1.0996	0.7638
1100	64	64	64	517.0000	1.0393	0.7219
1101	64	64	64	569.0000	1.1439	0.7945
1102	64	64	64	504.0000	1.0132	0.7037
1103	64	64	64	525.0000	1.0554	0.7330
1104	64	64	64	578.0000	1.1620	0.8070
1105	64	64	64	513.0000	1.0313	0.7163
1106	64	64	64	552.0000	1.1097	0.7707
1107	64	64	64	485.0000	0.9750	0.6772
1108	64	64	64	545.0000	1.0956	0.7610
1109	64	64	64	510.0000	1.0253	0.7121
1110	64	64	64	547.0000	1.0996	0.7638
1111	64	64	64	509.0000	1.0233	0.7107
1112	64	64	64	502.0000	1.0092	0.7009
1113	64	64	64	548.0000	1.1017	0.7652
1114	64	64	64	548.0000	1.1017	0.7652
1115	64	64	64	556.0000	1.1177	0.7763
1116	64	64	64	525.0000	1.0554	0.7330
1117	64	64	64	509.0000	1.0233	0.7107
1118	64	64	64	574.0000	1.1539	0.8015
1119	64	64	64	533.0000	1.0715	0.7442
1120	64	64	64	553.0000	1.1117	0.7721
1121	64	64	64	549.0000	1.1037	0.7666
1122	64	64	64	504.0000	1.0132	0.7037
1123	64	64	64	522.0000	1.0494	0.7289
1124	64	64	64	481.0000	0.9670	0.6716
1125	64	64	64	567.0000	1.1399	0.7917
1126	64	64	64	528.0000	1.0614	0.7372
1127	64	64	64	556.0000	1.1177	0.7763
1128	64	64	64	566.0000	1.1378	0.7903
1129	64	64	64	541.0000	1.0876	0.7554
1130	64	64	64	556.0000	1.1177	0.7763
1131	64	64	64	563.0000	1.1318	0.7861
1132	64	64	64	566.0000	1.1378	0.7903
1133	64	64	64	520.0000	1.0454	0.7261
1134	64	64	64	554.0000	1.1137	0.7735
1135	64	64	64	526.0000	1.0574	0.7344
1136	64	64	64	509.0000	1.0233	0.7107
1137	64	64	64	557.0000	1.1197	0.7777
1138	64	64	64	520.0000	1.0454	0.7261
1139	64	64	64	554.0000	1.1137	0.7735
1140	64	64	64	551.0000	1.1077	0.7693
1141	64	64	64	559.0000	1.1238	0.7805
1142	64	64	64	505.0000	1.0152	0.7051
1143	64	64	64	591.0000	1.1881	0.8252
1144	64	64	64	561.0000	1.1278	0.7833
1145	64	64	64	540.0000	1.0856	0.7540
1146	64	64	64	590.0000	1.1861	0.8238
1147	64	64	64	588.0000	1.1821	0.8210
1148	64	64	64	534.0000	1.0735	0.7456
1149	64	64	64	534.0000	1.0735	0.7456
1150	64	64	64	521.0000	1.0474	0.7275
1151	64	64	64	585.0000	1.1760	0.8168
1152	64	64	64	540.0000	1.0856	0.7540
1153	64	64	64	482.0000	0.9690	0.6730
1154	64	64	64	563.0000	1.1318	0.7861
1155	64	64	64	554.0000	1.1137	0.7735
1156	64	64	64	560.0000	1.1258	0.7819
1157	64	64	64	571.0000	1.1479	0.7973
1158	64	64	64	556.0000	1.1177	0.7763
1159	64	64	64	481.0000	0.9670	0.6716
1160	64	64	64	541.0000	1.0876	0.7554
1161	64	64	64	522.0000	1.0494	0.7289
1162	64	64	64	521.0000	1.0474	0.7275
1163	64	64	64	533.0000	1.0715	0.7442
1164	64	64	64	536.0000	1.0775	0.7484
1165	64	64	64	575.0000	1.1559	0.8029
1166	64	64	64	553.0000	1.1117	0.7721
1167	64	64	64	523.0000	1.0514	0.7303
1168	64	64	64	571.0000	1.1479	0.7973
1169	64	64	64	529.0000	1.0635	0.7386
1170	64	64	64	536.0000	1.0775	0.7484
1171	64	64	64	561.0000	1.1278	0.7833
1172	64	64	64	547.0000	1.0996	0.7638
1173	64	64	64	559.0000	1.1238	0.7805
1174	64	64	64	539.0000	1.0836	0.7526
1175	64	64	64	551.0000	1.1077	0.7693
1176	64	64	64	536.0000	1.0775	0.7484
1177	64	64	64	560.0000	1.1258	0.7819
1178	64	64	64	504.0000	1.0132	0.7037
1179	64	64	64	542.0000	1.0896	0.7568
1180	64	64	64	521.0000	1.0474	0.7275
1181	64	64	64	557.0000	1.1197	0.7777
1182	64	64	64	525.0000	1.0554	0.7330
1183	64	64	64	566.0000	1.1378	0.7903
1184	64	64	64	572.0000	1.1499	0.7987
1185	64	64	64	564.0000	1.1338	0.7875
1186	64	64	64	538.0000	1.0816	0.7512
